system,body,type,subType,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Praea Euq LA-X b56-1,Praea Euq LA-X b56-1 C,Star,T (Brown dwarf) Star,1291,14.635757,0.21929928971962617,0.089844,T0,V
Hegeia TZ-O c19-4,Hegeia TZ-O c19-4 A,Star,K (Yellow-Orange) Star,4356,6.77774,0.7176818289000719,0.585938,K5,Vab
Hegeia TZ-O c19-4,Hegeia TZ-O c19-4 B,Star,M (Red dwarf) Star,2787,9.748215,0.4465637038102085,0.289063,M5,Va
Hegeia TZ-O c19-4,Hegeia TZ-O c19-4 C,Star,L (Brown dwarf) Star,1821,12.588928,0.2828369115744069,0.140625,L2,V
Athaip XR-H d11-1651,Athaip XR-H d11-1651 A,Star,F (White) Star,6837,3.721634,1.1897277009345795,1.375,F4,Vb
Athaip XR-H d11-1651,Athaip XR-H d11-1651 B,Star,K (Yellow-Orange) Star,3906,7.182053,0.7409667404744787,0.570313,K8,Va
Thuecheae JY-D b59-6,Thuecheae JY-D b59-6,Star,M (Red dwarf) Star,2942,8.901276,0.5918578749101366,0.394531,M4,Va
Stuemeae EG-Y d8207,Stuemeae EG-Y d8207 A,Star,F (White) Star,6101,4.420883,1.0828246038820992,1.140625,F9,Vb
Stuemeae EG-Y d8207,Stuemeae EG-Y d8207 B,Star,M (Red dwarf) Star,3699,7.76561,0.6315612480230051,0.558594,M0,Va
Stuemeae EG-Y d8207,Stuemeae EG-Y d8207 C,Star,M (Red dwarf) Star,2760,9.50444,0.5094299237958303,0.300781,M5,Va
Stuemeae EG-Y d8207,Stuemeae EG-Y d8207 D,Star,L (Brown dwarf) Star,1526,13.240768,0.2983398418404026,0.140625,L6,V
Gria Gree SV-L b41-0,Gria Gree SV-L b41-0,Star,M (Red dwarf) Star,3243,8.763382,0.5190124399712437,0.378906,M2,Va
Traikea SC-V d2-30,Traikea SC-V d2-30 A,Star,A (Blue-White) Star,8261,2.430969,1.4763488713156003,1.707031,A6,Vb
Traikea SC-V d2-30,Traikea SC-V d2-30 B,Star,F (White) Star,6430,3.95787,1.206481897915169,1.378906,F7,Vab
Traikea SC-V d2-30,Traikea SC-V d2-30 C,Star,K (Yellow-Orange) Star,3719,7.602554,0.6734924284687276,0.558594,K9,Va
Blua Eaec KU-E d12-1015,Blua Eaec KU-E d12-1015 A,Star,G (White-Yellow) Star,5505,4.813324,1.11013783465133,1.058594,G6,Va
Blua Eaec KU-E d12-1015,Blua Eaec KU-E d12-1015 B,Star,K (Yellow-Orange) Star,3997,7.371735,0.6484374636951833,0.503906,K8,Va
Eoch Flyuae OX-K d8-692,Eoch Flyuae OX-K d8-692 A,Star,K (Yellow-Orange) Star,4887,5.62178,0.97088616534867,0.902344,K2,Va
Eoch Flyuae OX-K d8-692,Eoch Flyuae OX-K d8-692 B,Star,K (Yellow-Orange) Star,4628,6.478455,0.7297362818116463,0.660156,K3,Vab
Syneayoi LB-F c11-0,Syneayoi LB-F c11-0,Star,K (Yellow-Orange) Star,5107,5.679001,0.8659057368799424,0.71875,K0,Vab
Byoi Broae SR-G c25-0,Byoi Broae SR-G c25-0 A,Star,K (Yellow-Orange) Star,4117,6.960342,0.7386474191229332,0.539063,K7,Va
Byoi Broae SR-G c25-0,Byoi Broae SR-G c25-0 B,Star,L (Brown dwarf) Star,1804,12.383774,0.31674191229331417,0.179688,L2,V
Byoi Broae SR-G c25-0,Byoi Broae SR-G c25-0 C,Star,M (Red dwarf) Star,2196,11.375748,0.33999631919482387,0.191406,M8,Va
Byoi Broae SR-G c25-0,Byoi Broae SR-G c25-0 D,Star,T (Brown dwarf) Star,842,17.149872,0.16201781739755572,0.054688,T7,V
Smojai EY-O b33-1,Smojai EY-O b33-1 A,Star,K (Yellow-Orange) Star,3763,7.931335,0.5654296477354421,0.433594,K9,Va
Smojai EY-O b33-1,Smojai EY-O b33-1 B,Star,M (Red dwarf) Star,2376,10.514633,0.43173212940330696,0.265625,M7,Va
Dryau Phyloea GA-A e2768,Dryau Phyloea GA-A e2768 A,Star,B (Blue-White) Star,12435,-0.44899,2.4536740531991375,3.667969,B8,IVab
Dryau Phyloea GA-A e2768,Dryau Phyloea GA-A e2768 A 6,Star,Y (Brown dwarf) Star,386,22.727203,0.06338500647016534,0.011719,Y4,V
Dryau Phyloea GA-A e2768,Dryau Phyloea GA-A e2768 A 7,Star,T (Brown dwarf) Star,768,18.305283,0.1343383810208483,0.035156,T8,V
Dryau Phyloea GA-A e2768,Dryau Phyloea GA-A e2768 A 8,Star,Y (Brown dwarf) Star,472,20.96315,0.08551025161754133,0.019531,Y3,V
Dryau Phyloea GA-A e2768,Dryau Phyloea GA-A e2768 B,Star,F (White) Star,6181,4.340912,1.0945433673616103,1.136719,F8,Vb
Dumbae RW-O c8-89,Dumbae RW-O c8-89 A,Star,K (Yellow-Orange) Star,3739,7.965576,0.5637511545650611,0.453125,K9,Va
Dumbae RW-O c8-89,Dumbae RW-O c8-89 B,Star,L (Brown dwarf) Star,1888,12.307648,0.2994995025161754,0.164063,L1,V
Sutchae DX-N c6-1,Sutchae DX-N c6-1 A,Star,K (Yellow-Orange) Star,4682,6.236404,0.7970581164629763,0.707031,K3,Va
Sutchae DX-N c6-1,Sutchae DX-N c6-1 B,Star,M (Red dwarf) Star,3030,9.007645,0.5313110222861251,0.332031,M3,Va
Dumbooe PO-I d9-6666,Dumbooe PO-I d9-6666,Star,A (Blue-White) Star,7595,3.087067,1.2912292163910855,1.402344,A9,Vb
Thuechaea HG-I b2-1,Thuechaea HG-I b2-1 A,Star,M (Red dwarf) Star,3430,8.507248,0.5220336448598131,0.417969,M1,Va
Thuechaea HG-I b2-1,Thuechaea HG-I b2-1 B,Star,L (Brown dwarf) Star,1650,12.66362,0.33285521207764196,0.15625,L4,V
Thuechaea HG-I b2-1,Thuechaea HG-I b2-1 C,Star,M (Red dwarf) Star,2017,11.422256,0.3944701883537024,0.21875,M9,VI
Truechuae CQ-N c20-46,Truechuae CQ-N c20-46,Star,K (Yellow-Orange) Star,4740,6.096359,0.8294676980589504,0.707031,K3,Va
Aucoks BP-X b34-2,Aucoks BP-X b34-2 A,Star,M (Red dwarf) Star,3529,8.031845,0.6138305334291876,0.417969,M1,Va
Aucoks BP-X b34-2,Aucoks BP-X b34-2 B,Star,L (Brown dwarf) Star,1818,12.328537,0.3199157325664989,0.15625,L2,V
Pyra Dryiae IW-L c24-0,Pyra Dryiae IW-L c24-0,Star,M (Red dwarf) Star,3378,8.164261,0.6303100043134435,0.5,M1,Va
Athairk AA-A h433,Athairk AA-A h433,Star,Wolf-Rayet O Star,59915,-8.704071,4.727660767792955,116.257813,None,I
Wepue VW-L c24-504,Wepue VW-L c24-504,Star,G (White-Yellow) Star,5219,5.577545,0.8688048310567936,0.765625,G9,Vab
Eoch Flyuae SI-T e3-2249,Eoch Flyuae SI-T e3-2249,Star,B (Blue-White) Star,12107,-0.753006,2.9772338058950396,4.109375,B9,IIIab
Floagh TJ-I d9-0,Floagh TJ-I d9-0,Star,Neutron Star,4051214,4.821701,1.6804457225017972e-05,0.632813,None,VII
Drootie PF-T b50-1,Drootie PF-T b50-1 A,Star,M (Red dwarf) Star,3443,8.361679,0.554016069015097,0.382813,M1,Va
Drootie PF-T b50-1,Drootie PF-T b50-1 B,Star,L (Brown dwarf) Star,1842,12.13681,0.3403930409777139,0.160156,L2,V
Boewnst SM-N c9-355,Boewnst SM-N c9-355 A,Star,K (Yellow-Orange) Star,4112,6.904297,0.7597960833932422,0.558594,K7,Va
Boewnst SM-N c9-355,Boewnst SM-N c9-355 B,Star,L (Brown dwarf) Star,1822,12.190292,0.3394470050323508,0.164063,L2,V
Dumbooe PE-P c19-2227,Dumbooe PE-P c19-2227 A,Star,K (Yellow-Orange) Star,3877,7.49498,0.6511840345075486,0.527344,K8,Va
Dumbooe PE-P c19-2227,Dumbooe PE-P c19-2227 B,Star,L (Brown dwarf) Star,1979,12.056305,0.30603024011502516,0.175781,L0,V
Dumbooe PE-P c19-2227,Dumbooe PE-P c19-2227 C,Star,M (Red dwarf) Star,2173,11.315506,0.35699462257368797,0.1875,M8,Va
IC 2602 Sector GE-N a8-1,IC 2602 Sector GE-N a8-1,Star,T Tauri Star,1981,11.513992309570312,0.39202875629043854,0.1953130066394806,TTS0,
Byua Chrea GA-W b29-0,Byua Chrea GA-W b29-0,Star,M (Red dwarf) Star,2945,9.053207,0.550750688713156,0.347656,M4,Va
Byaa Theia KN-B d13-37,Byaa Theia KN-B d13-37,Star,F (White) Star,7400,3.292511,1.2374266110711718,1.554688,F0,VI
Spooreau KC-C d13-147,Spooreau KC-C d13-147,Star,M (Red dwarf) Star,3681,8.056168,0.5578918188353702,0.449219,M0,Va
Synuefe RO-B a109-4,Synuefe RO-B a109-4,Star,T (Brown dwarf) Star,1056,15.926926,0.1808776649892164,0.074219,T4,V
Myrielk WE-R d4-8401,Myrielk WE-R d4-8401,Star,F (White) Star,6733,3.819122,1.172912586628325,1.144531,F5,Vb
Slegeae OS-T c19-0,Slegeae OS-T c19-0,Star,K (Yellow-Orange) Star,3991,7.039459,0.7579039654924514,0.644531,K8,Va
Pyra Eop MT-O d7-2,Pyra Eop MT-O d7-2 A,Star,G (White-Yellow) Star,5837,4.631805,1.0735167677929547,1.195313,G2,Vab
Pyra Eop MT-O d7-2,Pyra Eop MT-O d7-2 B,Star,G (White-Yellow) Star,5327,5.412766,0.8996581682242991,0.945313,G8,Vab
Pyra Eop MT-O d7-2,Pyra Eop MT-O d7-2 C,Star,M (Red dwarf) Star,2866,9.595993,0.4529418490294752,0.300781,M4,Va
Pyra Eop MT-O d7-2,Pyra Eop MT-O d7-2 D,Star,L (Brown dwarf) Star,1742,12.65593,0.2996825995686556,0.148438,L3,V
Pyuefua YH-F b16-0,Pyuefua YH-F b16-0,Star,M (Red dwarf) Star,2348,10.959259,0.3602599798705967,0.210938,M7,Va
Swuenaa JA-D b5-6,Swuenaa JA-D b5-6 A,Star,M (Red dwarf) Star,3067,8.923355,0.539092980589504,0.402344,M3,Va
Swuenaa JA-D b5-6,Swuenaa JA-D b5-6 B,Star,L (Brown dwarf) Star,1887,12.190475,0.31643675053918047,0.15625,L1,V
Swuenaa JA-D b5-6,Swuenaa JA-D b5-6 C,Star,L (Brown dwarf) Star,1548,13.24057,0.28994749101365924,0.144531,L6,V
Hegoea MM-Z b28-2,Hegoea MM-Z b28-2 A,Star,T Tauri Star,2039,11.038086,0.46069330265995684,0.253906,TTS9,VI
Hegoea MM-Z b28-2,Hegoea MM-Z b28-2 B,Star,T Tauri Star,1285,14.385239,0.24841305535585909,0.09375,TTS0,VI
Eoch Flyi PI-S c20-2578,Eoch Flyi PI-S c20-2578 A,Star,K (Yellow-Orange) Star,4835,6.106049,0.7936401207764199,0.746094,K2,Vab
Eoch Flyi PI-S c20-2578,Eoch Flyi PI-S c20-2578 B,Star,M (Red dwarf) Star,2824,9.400558,0.5104369920920201,0.375,M5,Va
Eoch Flyi PI-S c20-2578,Eoch Flyi PI-S c20-2578 C,Star,M (Red dwarf) Star,3444,8.450684,0.5314635916606758,0.421875,M1,Va
Plaa Briae XQ-P c5-23,Plaa Briae XQ-P c5-23,Star,K (Yellow-Orange) Star,3740,7.627563,0.6583251646297628,0.492188,K9,Va
Gria Gree JY-O b39-1,Gria Gree JY-O b39-1 A,Star,M (Red dwarf) Star,3107,8.925751,0.5247192063263839,0.382813,M3,Va
Gria Gree JY-O b39-1,Gria Gree JY-O b39-1 B,Star,L (Brown dwarf) Star,1525,13.268402,0.2949523738317757,0.132813,L6,V
Cryaft FV-Y d2,Cryaft FV-Y d2,Star,F (White) Star,7126,3.641708,1.136230418404026,1.421875,F2,VI
Pyra Dryiae EQ-N c23-0,Pyra Dryiae EQ-N c23-0 A,Star,K (Yellow-Orange) Star,3720,7.578674,0.6805724112149533,0.472656,K9,Va
Pyra Dryiae EQ-N c23-0,Pyra Dryiae EQ-N c23-0 B,Star,M (Red dwarf) Star,2475,10.38826,0.42172240977713876,0.277344,M7,Va
Thuecheae ZE-E a25-3,Thuecheae ZE-E a25-3,Star,T (Brown dwarf) Star,721,18.634399,0.13131713012221424,0.035156,T9,V
Thuecheae FK-Y c17-13,Thuecheae FK-Y c17-13,Star,K (Yellow-Orange) Star,4724,6.248672,0.7785339122933141,0.636719,K3,Va
Smootiae JY-H c23-49,Smootiae JY-H c23-49,Star,M (Red dwarf) Star,3652,7.551361,0.7150878274622574,0.578125,M0,Va
Traikeou VF-I b51-4,Traikeou VF-I b51-4,Star,M (Red dwarf) Star,2193,11.125381,0.382568327821711,0.21875,M8,Va
Eactaipp NJ-G d11-26,Eactaipp NJ-G d11-26,Star,F (White) Star,7324,3.273422,1.2743833673616103,1.546875,F1,Vb
IC 2602 Sector JP-L a9-1,IC 2602 Sector JP-L a9-1 A,Star,M (Red dwarf) Star,2129,11.534836,0.3361816017253774,0.195313,M9,VI
IC 2602 Sector JP-L a9-1,IC 2602 Sector JP-L a9-1 B,Star,T (Brown dwarf) Star,796,17.884872,0.1292419266714594,0.042969,T8,V
Gria Gree QE-Y b34-1,Gria Gree QE-Y b34-1,Star,M (Red dwarf) Star,2124,11.268433,0.38183591660675775,0.214844,M9,VI
Byua Chrea HX-H b37-0,Byua Chrea HX-H b37-0 A,Star,M (Red dwarf) Star,2714,9.505875,0.5264892595255212,0.320313,M5,Va
Byua Chrea HX-H b37-0,Byua Chrea HX-H b37-0 B,Star,L (Brown dwarf) Star,1417,13.903854,0.25497436664270307,0.109375,L8,V
Byua Chrea HX-H b37-0,Byua Chrea HX-H b37-0 C,Star,M (Red dwarf) Star,2527,10.171097,0.4470824672897196,0.273438,M6,Va
Flyua Bli IU-E c28-15,Flyua Bli IU-E c28-15,Star,K (Yellow-Orange) Star,4893,6.066803,0.7890624874191229,0.753906,K2,Vab
Swoiwns TZ-N d7-32,Swoiwns TZ-N d7-32 A,Star,A (Blue-White) Star,8282,2.714874,1.2888792063263839,1.660156,A6,VI
Swoiwns TZ-N d7-32,Swoiwns TZ-N d7-32 B,Star,F (White) Star,7473,3.099075,1.3263854148094896,1.65625,F0,Vb
Gria Gree QT-X b34-1,Gria Gree QT-X b34-1,Star,M (Red dwarf) Star,2497,10.160583,0.4601135298346513,0.257813,M7,Va
Sifoae GD-Z b28-0,Sifoae GD-Z b28-0,Star,M (Red dwarf) Star,2499,10.202087,0.45068358303378864,0.246094,M7,Va
Pyuefoea KI-X b33-0,Pyuefoea KI-X b33-0 A,Star,M (Red dwarf) Star,2921,9.393967,0.47854608195542775,0.324219,M4,Va
Pyuefoea KI-X b33-0,Pyuefoea KI-X b33-0 B,Star,M (Red dwarf) Star,2256,10.897995,0.4013976937455068,0.203125,M8,Va
Pyuefoea KI-X b33-0,Pyuefoea KI-X b33-0 C,Star,M (Red dwarf) Star,2702,10.070694,0.40954589216391085,0.277344,M5,Va
Gru Hypue ND-S d4-23,Gru Hypue ND-S d4-23,Star,F (White) Star,6025,4.633438,1.0068053946800863,0.949219,F9,Vb
Gru Hypue ND-S d4-23,Gru Hypue ND-S d4-23 4,Star,Y (Brown dwarf) Star,463,20.973114,0.08859252336448598,0.019531,Y3,V
Sifoae AC-B b28-0,Sifoae AC-B b28-0 A,Star,M (Red dwarf) Star,2050,11.57756,0.35552975413371674,0.214844,M9,VI
Sifoae AC-B b28-0,Sifoae AC-B b28-0 B,Star,T (Brown dwarf) Star,1167,14.794617,0.24945065132997843,0.09375,T2,V
Dryooe Prou NN-I d10-2909,Dryooe Prou NN-I d10-2909,Star,A (Blue-White) Star,8947,1.978622,1.5500488971962616,1.769531,A4,Vb
Greae Flyao TJ-Y d1-5,Greae Flyao TJ-Y d1-5 A,Star,F (White) Star,6750,3.759064,1.1997374665708123,1.292969,F4,Vb
Greae Flyao TJ-Y d1-5,Greae Flyao TJ-Y d1-5 B,Star,M (Red dwarf) Star,3684,7.866364,0.6078491329978433,0.515625,M0,Va
Greae Flyao TJ-Y d1-5,Greae Flyao TJ-Y d1-5 C,Star,K (Yellow-Orange) Star,4826,6.20845,0.7599181480948958,0.746094,K2,Vab
Hegoea EB-J b24-0,Hegoea EB-J b24-0,Star,M (Red dwarf) Star,3369,8.644669,0.5079345506829619,0.394531,M1,Va
Hegeia AB-W c15-22,Hegeia AB-W c15-22,Star,K (Yellow-Orange) Star,4325,6.480057,0.8349608396836808,0.679688,K5,Va
Col 140 Sector TT-R c4-11,Col 140 Sector TT-R c4-11,Star,K (Yellow-Orange) Star,5001,5.470551,0.993988002875629,0.875,K1,Va
Gria Gree BS-H d11-10,Gria Gree BS-H d11-10 A,Star,A (Blue-White) Star,8268,2.674606,1.3174438188353703,1.597656,A6,VI
Gria Gree BS-H d11-10,Gria Gree BS-H d11-10 B,Star,M (Red dwarf) Star,3417,8.39534,0.5538329489575845,0.390625,M1,Va
Streau Eop DX-I a91-0,Streau Eop DX-I a91-0,Star,Y (Brown dwarf) Star,321,22.681641,0.06530761179007907,0.011719,Y5,V
Pyuefoea RJ-T c19-3,Pyuefoea RJ-T c19-3,Star,T Tauri Star,2747,8.913239,0.675140324946082,0.488281,TTS5,Va
NGC 6425 Sector CL-Y d48,NGC 6425 Sector CL-Y d48 A,Star,F (White) Star,6880,3.787506,1.139800983465133,1.4375,F4,Vb
NGC 6425 Sector CL-Y d48,NGC 6425 Sector CL-Y d48 B,Star,K (Yellow-Orange) Star,5106,5.601837,0.8975830222861251,0.945313,K0,Vab
NGC 6425 Sector CL-Y d48,NGC 6425 Sector CL-Y d48 C,Star,M (Red dwarf) Star,3354,8.125595,0.6508483910855499,0.445313,M2,Va
Nyauthou IO-N b12-4,Nyauthou IO-N b12-4,Star,M (Red dwarf) Star,2721,9.412796,0.5467223695183321,0.351563,M5,Va
Sutchae RX-L b21-3,Sutchae RX-L b21-3 A,Star,M (Red dwarf) Star,3320,8.481537,0.5638427145938174,0.386719,M2,Va
Sutchae RX-L b21-3,Sutchae RX-L b21-3 B,Star,M (Red dwarf) Star,2170,11.501816,0.3285522127965492,0.191406,M8,Va
Synuefe JI-D a108-1,Synuefe JI-D a108-1,Star,L (Brown dwarf) Star,1681,12.987442,0.27627560028756293,0.144531,L4,V
Slegi DO-U a57-1,Slegi DO-U a57-1 A,Star,M (Red dwarf) Star,2116,11.368057,0.3674926700215672,0.191406,M9,VI
Slegi DO-U a57-1,Slegi DO-U a57-1 B,Star,L (Brown dwarf) Star,1484,13.630783,0.26361082386772106,0.109375,L7,V
Hegoea VI-R c18-10,Hegoea VI-R c18-10,Star,M (Red dwarf) Star,3556,7.991608,0.6158446700215672,0.480469,M0,Va
Blaa Phoe JD-Y c2-53,Blaa Phoe JD-Y c2-53 A,Star,K (Yellow-Orange) Star,4406,6.304443,0.8722838360891445,0.765625,K5,Va
Blaa Phoe JD-Y c2-53,Blaa Phoe JD-Y c2-53 B,Star,M (Red dwarf) Star,3137,9.078384,0.4797973256649892,0.339844,M3,Va
Dryafou GA-F b57-0,Dryafou GA-F b57-0,Star,M (Red dwarf) Star,2394,10.492325,0.4296569374550683,0.242188,M7,Va
Smootiae SQ-R b45-4,Smootiae SQ-R b45-4 A,Star,M (Red dwarf) Star,3106,8.944794,0.5204772624011502,0.394531,M3,Va
Smootiae SQ-R b45-4,Smootiae SQ-R b45-4 B,Star,M (Red dwarf) Star,2000,12.026993,0.3037109187634795,0.171875,M9,VI
Smootiae SQ-R b45-4,Smootiae SQ-R b45-4 C,Star,L (Brown dwarf) Star,1931,11.895523,0.346130358015816,0.164063,L0,V
Smootiae SQ-R b45-4,Smootiae SQ-R b45-4 D,Star,T (Brown dwarf) Star,1069,15.709061,0.19512937455068297,0.074219,T3,V
Prua Phoe QE-C b3-2,Prua Phoe QE-C b3-2,Star,M (Red dwarf) Star,2246,11.125854,0.3646545161754134,0.226563,M8,Va
Aucoks IK-G a65-2,Aucoks IK-G a65-2,Star,M (Red dwarf) Star,2093,11.561707,0.34356686125089864,0.1875,M9,VI
Brairee TG-Y b45-21,Brairee TG-Y b45-21,Star,M (Red dwarf) Star,3333,8.304367,0.6069945880661395,0.445313,M2,Va
Leamuae WF-D c29-768,Leamuae WF-D c29-768 A,Star,K (Yellow-Orange) Star,3824,7.480423,0.6738585765636232,0.609375,K9,Va
Leamuae WF-D c29-768,Leamuae WF-D c29-768 B,Star,L (Brown dwarf) Star,1820,12.364334,0.31399534148094893,0.171875,L2,V
Leamuae WF-D c29-768,Leamuae WF-D c29-768 C,Star,L (Brown dwarf) Star,1777,12.615341,0.29342649604601007,0.136719,L3,V
Leamuae WF-D c29-338,Leamuae WF-D c29-338 A,Star,K (Yellow-Orange) Star,4576,6.416077,0.7681579065420561,0.761719,K4,Va
Leamuae WF-D c29-338,Leamuae WF-D c29-338 B,Star,K (Yellow-Orange) Star,4362,6.293198,0.8945922760603882,0.726563,K5,Va
Zunuae KO-E c26-443,Zunuae KO-E c26-443 A,Star,K (Yellow-Orange) Star,4847,6.234177,0.7444762961897915,0.722656,K2,Vab
Zunuae KO-E c26-443,Zunuae KO-E c26-443 B,Star,M (Red dwarf) Star,2784,9.500641,0.5015564054636952,0.285156,M5,Va
Teqo DF-A e635,Teqo DF-A e635,Star,Neutron Star,3291401,4.93808,1.114867900790798e-05,2.203125,None,VII
Thuechu EC-O b12-6,Thuechu EC-O b12-6,Star,T Tauri Star,3267,8.372757,0.6121825909417685,0.398438,TTS2,Va
Zunuae FR-Y c991,Zunuae FR-Y c991,Star,G (White-Yellow) Star,5256,5.497726,0.8886718849748383,0.835938,G9,Vab
Smootiae JB-H b51-12,Smootiae JB-H b51-12 A,Star,M (Red dwarf) Star,2418,10.441742,0.43109130122214234,0.269531,M7,Va
Smootiae JB-H b51-12,Smootiae JB-H b51-12 B,Star,T (Brown dwarf) Star,1225,15.246414,0.1838683882099209,0.078125,T1,V
Flyai Phoe WN-G b28-0,Flyai Phoe WN-G b28-0,Star,M (Red dwarf) Star,2354,10.683914,0.40686033069734007,0.265625,M7,Va
Bleae Thua TC-Z c27-25,Bleae Thua TC-Z c27-25 A,Star,K (Yellow-Orange) Star,4092,7.022339,0.7266540215672178,0.53125,K7,Va
Bleae Thua TC-Z c27-25,Bleae Thua TC-Z c27-25 B,Star,M (Red dwarf) Star,2363,10.642227,0.4115905334291876,0.273438,M7,Va
Bleae Thua TC-Z c27-25,Bleae Thua TC-Z c27-25 C,Star,M (Red dwarf) Star,2464,10.351288,0.43280025305535585,0.304688,M7,Va
Bleae Thua TC-Z c27-25,Bleae Thua TC-Z c27-25 D,Star,M (Red dwarf) Star,2347,10.874496,0.3749084342199856,0.21875,M7,Va
Bleae Briae HT-N b6-8,Bleae Briae HT-N b6-8,Star,M (Red dwarf) Star,3485,7.981766,0.6441039597411934,0.441406,M1,Va
Flyooe Pri KJ-P d6-29,Flyooe Pri KJ-P d6-29 A,Star,F (White) Star,6401,3.862991,1.27178950395399,1.261719,F7,Vab
Flyooe Pri KJ-P d6-29,Flyooe Pri KJ-P d6-29 B,Star,F (White) Star,6071,4.731308,0.9479369892163911,1.070313,F9,VI
Qaugneau CR-N e6-1,Qaugneau CR-N e6-1,Star,B (Blue-White) Star,14578,-1.080322,2.3875119482386773,4.398438,B8,Vz
Byua Chrea KP-G b24-6,Byua Chrea KP-G b24-6,Star,M (Red dwarf) Star,3044,8.956406,0.5390014205607476,0.351563,M3,Va
Phroi Hypai YF-T b35-0,Phroi Hypai YF-T b35-0,Star,M (Red dwarf) Star,2666,9.588959,0.5251464557872034,0.335938,M6,Va
Hedgea AJ-L b37-0,Hedgea AJ-L b37-0 A,Star,M (Red dwarf) Star,3203,8.526352,0.5934142573687994,0.382813,M2,Va
Hedgea AJ-L b37-0,Hedgea AJ-L b37-0 B,Star,L (Brown dwarf) Star,1947,11.558289,0.39764400862688715,0.207031,L0,V
Hedgea AJ-L b37-0,Hedgea AJ-L b37-0 C,Star,L (Brown dwarf) Star,1671,13.033325,0.27374265420560745,0.148438,L4,V
Iorant NL-Y c0,Iorant NL-Y c0 A,Star,G (White-Yellow) Star,5348,5.518753,0.8500975988497483,0.863281,G8,Vab
Iorant NL-Y c0,Iorant NL-Y c0 B,Star,M (Red dwarf) Star,2774,9.517197,0.5013427347232207,0.296875,M5,Va
Bleae Briae OM-N b20-8,Bleae Briae OM-N b20-8,Star,M (Red dwarf) Star,3338,8.622818,0.5226440143781452,0.390625,M2,Va
Syre Thua VB-B c27-1,Syre Thua VB-B c27-1 A,Star,K (Yellow-Orange) Star,4143,6.895111,0.7516479309849029,0.566406,K7,Va
Syre Thua VB-B c27-1,Syre Thua VB-B c27-1 B,Star,M (Red dwarf) Star,3060,9.012009,0.51989744356578,0.378906,M3,Va
Syre Thua VB-B c27-1,Syre Thua VB-B c27-1 C,Star,L (Brown dwarf) Star,1546,13.305969,0.28207397268152407,0.136719,L6,V
Plua Aewsy OB-W c15-19,Plua Aewsy OB-W c15-19 A,Star,G (White-Yellow) Star,5303,5.576828,0.8417662803738317,0.886719,G8,Vab
Plua Aewsy OB-W c15-19,Plua Aewsy OB-W c15-19 B,Star,M (Red dwarf) Star,3303,8.357468,0.6031493889288282,0.421875,M2,Va
Plua Aewsy OB-W c15-19,Plua Aewsy OB-W c15-19 C,Star,M (Red dwarf) Star,3192,8.843124,0.5164183925233645,0.375,M2,Va
Plua Aewsy OB-W c15-19,Plua Aewsy OB-W c15-19 D,Star,M (Red dwarf) Star,2044,11.502716,0.3701476808051761,0.175781,M9,VI
Plua Aewsy OB-W c15-19,Plua Aewsy OB-W c15-19 E,Star,T (Brown dwarf) Star,1232,14.819382,0.22128294464414092,0.09375,T1,V
Smojai JJ-G c24-14,Smojai JJ-G c24-14 A,Star,K (Yellow-Orange) Star,4157,6.968628,0.721740652767793,0.511719,K6,Va
Smojai JJ-G c24-14,Smojai JJ-G c24-14 B,Star,L (Brown dwarf) Star,1866,12.171021,0.3265075485262401,0.191406,L1,V
Smojai JJ-G c24-14,Smojai JJ-G c24-14 C,Star,L (Brown dwarf) Star,1454,13.761673,0.25854490869877783,0.125,L7,V
Fachiae HF-W b35-0,Fachiae HF-W b35-0 A,Star,M (Red dwarf) Star,3379,8.24321,0.6074523421998562,0.398438,M1,Va
Fachiae HF-W b35-0,Fachiae HF-W b35-0 B,Star,M (Red dwarf) Star,2034,11.691528,0.34268185765636233,0.191406,M9,VI
Blu Euq AU-U b2-6,Blu Euq AU-U b2-6,Star,M (Red dwarf) Star,2877,9.217926,0.5349425966930266,0.378906,M4,Va
Pyrivo VS-D a39-1,Pyrivo VS-D a39-1,Star,M (Red dwarf) Star,2163,11.488602,0.332702619698059,0.191406,M9,VI
Hyuqoae WI-C b32-91,Hyuqoae WI-C b32-91,Star,M (Red dwarf) Star,2794,9.663055,0.46209711574406903,0.304688,M5,Va
Wregoe WB-B b27-0,Wregoe WB-B b27-0 A,Star,M (Red dwarf) Star,2869,9.254715,0.5289000948957584,0.34375,M4,Va
Wregoe WB-B b27-0,Wregoe WB-B b27-0 B,Star,T (Brown dwarf) Star,1288,14.702499,0.21365355571531272,0.09375,T0,V
Shrogaei KT-Q e5-2614,Shrogaei KT-Q e5-2614 A,Star,B (Blue-White) Star,17534,-2.153198,2.704620123652049,5.710938,B6,IVa
Shrogaei KT-Q e5-2614,Shrogaei KT-Q e5-2614 B,Star,B (Blue-White) Star,11579,0.027832,2.272094412652768,3.417969,B9,IVab
Qaugneau BC-D d12-34,Qaugneau BC-D d12-34,Star,F (White) Star,6100,4.482559,1.0528564083393241,1.078125,F9,Vb
Thailooe LY-Q d5-28,Thailooe LY-Q d5-28 A,Star,F (White) Star,6481,3.808594,1.272064184040259,1.09375,F6,Vab
Thailooe LY-Q d5-28,Thailooe LY-Q d5-28 B,Star,K (Yellow-Orange) Star,4003,7.400467,0.6380004485981309,0.527344,K7,Va
